Var,Unit,Reg,Item,Macro,Year,Val
NUTR,kcal/cap/d,SEA,VEGOIL+,SSP2,2050,60.2
NUTR,kcal/cap/d,SEA,OTMEAT+,SSP2,2000,0.7
NUTR,kcal/cap/d,SEA,OTMEAT+,SSP2,2010,0.7
NUTR,kcal/cap/d,SEA,OTMEAT+,SSP2,2020,0.6
NUTR,kcal/cap/d,SEA,OTMEAT+,SSP2,2030,0.6
NUTR,kcal/cap/d,SEA,OTMEAT+,SSP2,2040,0.6
NUTR,kcal/cap/d,SEA,OTMEAT+,SSP2,2050,0.5
NUTR,kcal/cap/d,SEA,ANIMOTH+,SSP2,2000,17.8
NUTR,kcal/cap/d,SEA,ANIMOTH+,SSP2,2010,15.9
NUTR,kcal/cap/d,SEA,ANIMOTH+,SSP2,2020,14.3
NUTR,kcal/cap/d,SEA,ANIMOTH+,SSP2,2030,13
NUTR,kcal/cap/d,SEA,ANIMOTH+,SSP2,2040,11.9
NUTR,kcal/cap/d,SEA,ANIMOTH+,SSP2,2050,11
NUTR,kcal/cap/d,SEA,AQUAFOOD+,SSP2,2000,67.1
NUTR,kcal/cap/d,SEA,AQUAFOOD+,SSP2,2010,79
NUTR,kcal/cap/d,SEA,AQUAFOOD+,SSP2,2020,95.2
NUTR,kcal/cap/d,SEA,AQUAFOOD+,SSP2,2030,110.5
NUTR,kcal/cap/d,SEA,AQUAFOOD+,SSP2,2040,123.6
NUTR,kcal/cap/d,SEA,AQUAFOOD+,SSP2,2050,134.6
NUTR,kcal/cap/d,SEA,OTHER+,SSP2,2000,16.4
NUTR,kcal/cap/d,SEA,OTHER+,SSP2,2010,15.9
NUTR,kcal/cap/d,SEA,OTHER+,SSP2,2020,16
NUTR,kcal/cap/d,SEA,OTHER+,SSP2,2030,16.2
NUTR,kcal/cap/d,SEA,OTHER+,SSP2,2040,16.5
NUTR,kcal/cap/d,SEA,OTHER+,SSP2,2050,16.8
NUTR,kcal/cap/d,SEA,ALCOOL+,SSP2,2000,36.6
NUTR,kcal/cap/d,SEA,ALCOOL+,SSP2,2010,38
NUTR,kcal/cap/d,SEA,ALCOOL+,SSP2,2020,41.8
NUTR,kcal/cap/d,SEA,ALCOOL+,SSP2,2030,45.3
NUTR,kcal/cap/d,SEA,ALCOOL+,SSP2,2040,48
NUTR,kcal/cap/d,SEA,ALCOOL+,SSP2,2050,50.3
NUTR,kcal/cap/d,SEA,PKRO,SSP2,2000,8.7
NUTR,kcal/cap/d,SEA,PKRO,SSP2,2010,7.4
NUTR,kcal/cap/d,SEA,PKRO,SSP2,2020,8.6
NUTR,kcal/cap/d,SEA,PKRO,SSP2,2030,9.7
NUTR,kcal/cap/d,SEA,PKRO,SSP2,2040,10.6
NUTR,kcal/cap/d,SEA,PKRO,SSP2,2050,11.4
NUTR,kcal/cap/d,OAS,TOT,SSP2,2000,2337.7
NUTR,kcal/cap/d,OAS,TOT,SSP2,2010,2536
NUTR,kcal/cap/d,OAS,TOT,SSP2,2020,2742
NUTR,kcal/cap/d,OAS,TOT,SSP2,2030,2970.7
NUTR,kcal/cap/d,OAS,TOT,SSP2,2040,3157.1
NUTR,kcal/cap/d,OAS,TOT,SSP2,2050,3293.1
NUTR,kcal/cap/d,OAS,BVMEAT,SSP2,2000,20.3
NUTR,kcal/cap/d,OAS,BVMEAT,SSP2,2010,21
NUTR,kcal/cap/d,OAS,BVMEAT,SSP2,2020,21.2
NUTR,kcal/cap/d,OAS,BVMEAT,SSP2,2030,23.4
NUTR,kcal/cap/d,OAS,BVMEAT,SSP2,2040,26.2
NUTR,kcal/cap/d,OAS,BVMEAT,SSP2,2050,28.5
NUTR,kcal/cap/d,OAS,SGMEAT,SSP2,2000,12
NUTR,kcal/cap/d,OAS,SGMEAT,SSP2,2010,12.1
NUTR,kcal/cap/d,OAS,SGMEAT,SSP2,2020,12
NUTR,kcal/cap/d,OAS,SGMEAT,SSP2,2030,12.9
NUTR,kcal/cap/d,OAS,SGMEAT,SSP2,2040,13.8
NUTR,kcal/cap/d,OAS,SGMEAT,SSP2,2050,15.2
NUTR,kcal/cap/d,OAS,PGMEAT,SSP2,2000,2.4
NUTR,kcal/cap/d,OAS,PGMEAT,SSP2,2010,2.6
NUTR,kcal/cap/d,OAS,PGMEAT,SSP2,2020,3.2
NUTR,kcal/cap/d,OAS,PGMEAT,SSP2,2030,3.9
NUTR,kcal/cap/d,OAS,PGMEAT,SSP2,2040,4.7
NUTR,kcal/cap/d,OAS,PGMEAT,SSP2,2050,5.5
NUTR,kcal/cap/d,OAS,PTMEAT,SSP2,2000,8.5
NUTR,kcal/cap/d,OAS,PTMEAT,SSP2,2010,9.9
NUTR,kcal/cap/d,OAS,PTMEAT,SSP2,2020,13.4
NUTR,kcal/cap/d,OAS,PTMEAT,SSP2,2030,18.8
NUTR,kcal/cap/d,OAS,PTMEAT,SSP2,2040,26.7
NUTR,kcal/cap/d,OAS,PTMEAT,SSP2,2050,39.9
NUTR,kcal/cap/d,OAS,ALMILK,SSP2,2000,177.2
NUTR,kcal/cap/d,OAS,ALMILK,SSP2,2010,208.6
NUTR,kcal/cap/d,OAS,ALMILK,SSP2,2020,240.7
NUTR,kcal/cap/d,OAS,ALMILK,SSP2,2030,285.4
NUTR,kcal/cap/d,OAS,ALMILK,SSP2,2040,326.2
NUTR,kcal/cap/d,OAS,ALMILK,SSP2,2050,352.7
NUTR,kcal/cap/d,OAS,PTEGGS,SSP2,2000,6.5
NUTR,kcal/cap/d,OAS,PTEGGS,SSP2,2010,7.5
NUTR,kcal/cap/d,OAS,PTEGGS,SSP2,2020,10.1
NUTR,kcal/cap/d,OAS,PTEGGS,SSP2,2030,13.6
NUTR,kcal/cap/d,OAS,PTEGGS,SSP2,2040,19.3
NUTR,kcal/cap/d,OAS,PTEGGS,SSP2,2050,26.9
NUTR,kcal/cap/d,OAS,BARL,SSP2,2000,1.8
NUTR,kcal/cap/d,OAS,BARL,SSP2,2010,1.8
NUTR,kcal/cap/d,OAS,BARL,SSP2,2020,1.9
NUTR,kcal/cap/d,OAS,BARL,SSP2,2030,1.9
NUTR,kcal/cap/d,OAS,BARL,SSP2,2040,1.9
NUTR,kcal/cap/d,OAS,BARL,SSP2,2050,2
NUTR,kcal/cap/d,OAS,CORN,SSP2,2000,52.4
NUTR,kcal/cap/d,OAS,CORN,SSP2,2010,54.6
NUTR,kcal/cap/d,OAS,CORN,SSP2,2020,57.3
NUTR,kcal/cap/d,OAS,CORN,SSP2,2030,59.7
NUTR,kcal/cap/d,OAS,CORN,SSP2,2040,60.8
NUTR,kcal/cap/d,OAS,CORN,SSP2,2050,60.8
NUTR,kcal/cap/d,OAS,GNUT,SSP2,2000,1.3
NUTR,kcal/cap/d,OAS,GNUT,SSP2,2010,1.4
NUTR,kcal/cap/d,OAS,GNUT,SSP2,2020,1.6
NUTR,kcal/cap/d,OAS,GNUT,SSP2,2030,1.8
NUTR,kcal/cap/d,OAS,GNUT,SSP2,2040,2
NUTR,kcal/cap/d,OAS,GNUT,SSP2,2050,2.1
NUTR,kcal/cap/d,OAS,MILL,SSP2,2000,10
NUTR,kcal/cap/d,OAS,MILL,SSP2,2010,10
NUTR,kcal/cap/d,OAS,MILL,SSP2,2020,10.4
NUTR,kcal/cap/d,OAS,MILL,SSP2,2030,10.8
NUTR,kcal/cap/d,OAS,MILL,SSP2,2040,10.9
NUTR,kcal/cap/d,OAS,MILL,SSP2,2050,11
NUTR,kcal/cap/d,OAS,POTA,SSP2,2000,29.2
NUTR,kcal/cap/d,OAS,POTA,SSP2,2010,44.8
NUTR,kcal/cap/d,OAS,POTA,SSP2,2020,52
NUTR,kcal/cap/d,OAS,POTA,SSP2,2030,60.3
NUTR,kcal/cap/d,OAS,POTA,SSP2,2040,65.9
NUTR,kcal/cap/d,OAS,POTA,SSP2,2050,69.7
NUTR,kcal/cap/d,OAS,RAPE,SSP2,2000,2.3
NUTR,kcal/cap/d,OAS,RAPE,SSP2,2010,2.6
NUTR,kcal/cap/d,OAS,RAPE,SSP2,2020,3
NUTR,kcal/cap/d,OAS,RAPE,SSP2,2030,3.5
NUTR,kcal/cap/d,OAS,RAPE,SSP2,2040,3.9
NUTR,kcal/cap/d,OAS,RAPE,SSP2,2050,4.2
NUTR,kcal/cap/d,OAS,RICE,SSP2,2000,863.9
NUTR,kcal/cap/d,OAS,RICE,SSP2,2010,900.5
NUTR,kcal/cap/d,OAS,RICE,SSP2,2020,934.4
NUTR,kcal/cap/d,OAS,RICE,SSP2,2030,966.2
NUTR,kcal/cap/d,OAS,RICE,SSP2,2040,979.1
NUTR,kcal/cap/d,OAS,RICE,SSP2,2050,983.8
NUTR,kcal/cap/d,OAS,SOYA,SSP2,2000,1.3
NUTR,kcal/cap/d,OAS,SOYA,SSP2,2010,1.3
NUTR,kcal/cap/d,OAS,SOYA,SSP2,2020,1.7
NUTR,kcal/cap/d,OAS,SOYA,SSP2,2030,2.1
NUTR,kcal/cap/d,OAS,SOYA,SSP2,2040,2.3
NUTR,kcal/cap/d,OAS,SOYA,SSP2,2050,2.5
NUTR,kcal/cap/d,OAS,SRGH,SSP2,2000,5.2
NUTR,kcal/cap/d,OAS,SRGH,SSP2,2010,4.5
NUTR,kcal/cap/d,OAS,SRGH,SSP2,2020,4.5
NUTR,kcal/cap/d,OAS,SRGH,SSP2,2030,4.5
NUTR,kcal/cap/d,OAS,SRGH,SSP2,2040,4.5
NUTR,kcal/cap/d,OAS,SRGH,SSP2,2050,4.3
NUTR,kcal/cap/d,OAS,SUNF,SSP2,2000,0
NUTR,kcal/cap/d,OAS,SUNF,SSP2,2010,0
NUTR,kcal/cap/d,OAS,SUNF,SSP2,2020,0
NUTR,kcal/cap/d,OAS,SUNF,SSP2,2030,0
NUTR,kcal/cap/d,OAS,SUNF,SSP2,2040,0
NUTR,kcal/cap/d,OAS,SUNF,SSP2,2050,0
NUTR,kcal/cap/d,OAS,SWPO,SSP2,2000,5.6
NUTR,kcal/cap/d,OAS,SWPO,SSP2,2010,6
NUTR,kcal/cap/d,OAS,SWPO,SSP2,2020,6.5
NUTR,kcal/cap/d,OAS,SWPO,SSP2,2030,7.1
NUTR,kcal/cap/d,OAS,SWPO,SSP2,2040,7.5
NUTR,kcal/cap/d,OAS,SWPO,SSP2,2050,7.8
NUTR,kcal/cap/d,OAS,WHEA,SSP2,2000,567.4
NUTR,kcal/cap/d,OAS,WHEA,SSP2,2010,591.2
NUTR,kcal/cap/d,OAS,WHEA,SSP2,2020,613.4
NUTR,kcal/cap/d,OAS,WHEA,SSP2,2030,628
NUTR,kcal/cap/d,OAS,WHEA,SSP2,2040,642.3
NUTR,kcal/cap/d,OAS,WHEA,SSP2,2050,646.1
NUTR,kcal/cap/d,OAS,CASS,SSP2,2000,3.4
NUTR,kcal/cap/d,OAS,CASS,SSP2,2010,3.8
NUTR,kcal/cap/d,OAS,CASS,SSP2,2020,4.2
NUTR,kcal/cap/d,OAS,CASS,SSP2,2030,4.6
NUTR,kcal/cap/d,OAS,CASS,SSP2,2040,5
NUTR,kcal/cap/d,OAS,CASS,SSP2,2050,5.2
NUTR,kcal/cap/d,OAS,PLSN,SSP2,2000,19.6
NUTR,kcal/cap/d,OAS,PLSN,SSP2,2010,18.1
NUTR,kcal/cap/d,OAS,PLSN,SSP2,2020,18.6
NUTR,kcal/cap/d,OAS,PLSN,SSP2,2030,18.7
NUTR,kcal/cap/d,OAS,PLSN,SSP2,2040,18.4
NUTR,kcal/cap/d,OAS,PLSN,SSP2,2050,18.4
NUTR,kcal/cap/d,OAS,BEAN,SSP2,2000,7.3
NUTR,kcal/cap/d,OAS,BEAN,SSP2,2010,7
NUTR,kcal/cap/d,OAS,BEAN,SSP2,2020,6.9
NUTR,kcal/cap/d,OAS,BEAN,SSP2,2030,6.9
NUTR,kcal/cap/d,OAS,BEAN,SSP2,2040,6.8
NUTR,kcal/cap/d,OAS,BEAN,SSP2,2050,6.7
NUTR,kcal/cap/d,OAS,BEER,SSP2,2000,0.8
NUTR,kcal/cap/d,OAS,BEER,SSP2,2010,0.8
NUTR,kcal/cap/d,OAS,BEER,SSP2,2020,1
NUTR,kcal/cap/d,OAS,BEER,SSP2,2030,1.1
NUTR,kcal/cap/d,OAS,BEER,SSP2,2040,1.3
NUTR,kcal/cap/d,OAS,BEER,SSP2,2050,1.5
NUTR,kcal/cap/d,OAS,COTO,SSP2,2000,24.1
NUTR,kcal/cap/d,OAS,COTO,SSP2,2010,25.9
NUTR,kcal/cap/d,OAS,COTO,SSP2,2020,29.5
NUTR,kcal/cap/d,OAS,COTO,SSP2,2030,37.1
NUTR,kcal/cap/d,OAS,COTO,SSP2,2040,43.2
NUTR,kcal/cap/d,OAS,COTO,SSP2,2050,49.1
NUTR,kcal/cap/d,OAS,GNUO,SSP2,2000,2.3
NUTR,kcal/cap/d,OAS,GNUO,SSP2,2010,2.5
NUTR,kcal/cap/d,OAS,GNUO,SSP2,2020,2.8
NUTR,kcal/cap/d,OAS,GNUO,SSP2,2030,3.2
NUTR,kcal/cap/d,OAS,GNUO,SSP2,2040,3.6
NUTR,kcal/cap/d,OAS,GNUO,SSP2,2050,3.8
NUTR,kcal/cap/d,OAS,CORO,SSP2,2000,0.1
NUTR,kcal/cap/d,OAS,CORO,SSP2,2010,0.1
NUTR,kcal/cap/d,OAS,CORO,SSP2,2020,0.1
NUTR,kcal/cap/d,OAS,CORO,SSP2,2030,0.1
NUTR,kcal/cap/d,OAS,CORO,SSP2,2040,0.1
NUTR,kcal/cap/d,OAS,CORO,SSP2,2050,0.1
NUTR,kcal/cap/d,OAS,PLMO,SSP2,2000,65
NUTR,kcal/cap/d,OAS,PLMO,SSP2,2010,107.1
NUTR,kcal/cap/d,OAS,PLMO,SSP2,2020,130
NUTR,kcal/cap/d,OAS,PLMO,SSP2,2030,151.4
NUTR,kcal/cap/d,OAS,PLMO,SSP2,2040,170.4
NUTR,kcal/cap/d,OAS,PLMO,SSP2,2050,184.8
NUTR,kcal/cap/d,OAS,RAPO,SSP2,2000,26.4
NUTR,kcal/cap/d,OAS,RAPO,SSP2,2010,29.8
NUTR,kcal/cap/d,OAS,RAPO,SSP2,2020,34.6
NUTR,kcal/cap/d,OAS,RAPO,SSP2,2030,40.4
NUTR,kcal/cap/d,OAS,RAPO,SSP2,2040,44.9
NUTR,kcal/cap/d,OAS,RAPO,SSP2,2050,48.5
NUTR,kcal/cap/d,OAS,SOYO,SSP2,2000,42.1
NUTR,kcal/cap/d,OAS,SOYO,SSP2,2010,41.2
NUTR,kcal/cap/d,OAS,SOYO,SSP2,2020,52.3
NUTR,kcal/cap/d,OAS,SOYO,SSP2,2030,64.4
NUTR,kcal/cap/d,OAS,SOYO,SSP2,2040,72.4
NUTR,kcal/cap/d,OAS,SOYO,SSP2,2050,77.5
NUTR,kcal/cap/d,OAS,SUNO,SSP2,2000,5.1
NUTR,kcal/cap/d,OAS,SUNO,SSP2,2010,5.8
NUTR,kcal/cap/d,OAS,SUNO,SSP2,2020,6.7
NUTR,kcal/cap/d,OAS,SUNO,SSP2,2030,7.7
NUTR,kcal/cap/d,OAS,SUNO,SSP2,2040,8.6
NUTR,kcal/cap/d,OAS,SUNO,SSP2,2050,9.2
NUTR,kcal/cap/d,OAS,SUGR_C,SSP2,2000,167.3
NUTR,kcal/cap/d,OAS,SUGR_C,SSP2,2010,175.2
NUTR,kcal/cap/d,OAS,SUGR_C,SSP2,2020,192.6
NUTR,kcal/cap/d,OAS,SUGR_C,SSP2,2030,215.7
NUTR,kcal/cap/d,OAS,SUGR_C,SSP2,2040,235.7
NUTR,kcal/cap/d,OAS,SUGR_C,SSP2,2050,251.8
NUTR,kcal/cap/d,OAS,CEREALS+,SSP2,2000,0.2
NUTR,kcal/cap/d,OAS,CEREALS+,SSP2,2010,0.2
NUTR,kcal/cap/d,OAS,CEREALS+,SSP2,2020,0.3
NUTR,kcal/cap/d,OAS,CEREALS+,SSP2,2030,0.3
NUTR,kcal/cap/d,OAS,CEREALS+,SSP2,2040,0.3
NUTR,kcal/cap/d,OAS,CEREALS+,SSP2,2050,0.3
NUTR,kcal/cap/d,OAS,ROOTS+,SSP2,2000,8.1
NUTR,kcal/cap/d,OAS,ROOTS+,SSP2,2010,10
NUTR,kcal/cap/d,OAS,ROOTS+,SSP2,2020,10.9
NUTR,kcal/cap/d,OAS,ROOTS+,SSP2,2030,12.1
NUTR,kcal/cap/d,OAS,ROOTS+,SSP2,2040,12.8
NUTR,kcal/cap/d,OAS,ROOTS+,SSP2,2050,13.4
NUTR,kcal/cap/d,OAS,PULSES+,SSP2,2000,29.2
NUTR,kcal/cap/d,OAS,PULSES+,SSP2,2010,27.4
NUTR,kcal/cap/d,OAS,PULSES+,SSP2,2020,27.7
NUTR,kcal/cap/d,OAS,PULSES+,SSP2,2030,27.9
NUTR,kcal/cap/d,OAS,PULSES+,SSP2,2040,27.6
NUTR,kcal/cap/d,OAS,PULSES+,SSP2,2050,27.4
NUTR,kcal/cap/d,OAS,OILSEEDS+,SSP2,2000,22.5
NUTR,kcal/cap/d,OAS,OILSEEDS+,SSP2,2010,24.2
NUTR,kcal/cap/d,OAS,OILSEEDS+,SSP2,2020,28.5
NUTR,kcal/cap/d,OAS,OILSEEDS+,SSP2,2030,33.2
NUTR,kcal/cap/d,OAS,OILSEEDS+,SSP2,2040,36.8
NUTR,kcal/cap/d,OAS,OILSEEDS+,SSP2,2050,39.5
NUTR,kcal/cap/d,OAS,SUGAR+,SSP2,2000,4.5
NUTR,kcal/cap/d,OAS,SUGAR+,SSP2,2010,4.7
NUTR,kcal/cap/d,OAS,SUGAR+,SSP2,2020,5.1
NUTR,kcal/cap/d,OAS,SUGAR+,SSP2,2030,5.8
NUTR,kcal/cap/d,OAS,SUGAR+,SSP2,2040,6.3
NUTR,kcal/cap/d,OAS,SUGAR+,SSP2,2050,6.7
NUTR,kcal/cap/d,OAS,VEGET+,SSP2,2000,20
NUTR,kcal/cap/d,OAS,VEGET+,SSP2,2010,24.1
NUTR,kcal/cap/d,OAS,VEGET+,SSP2,2020,28.6
NUTR,kcal/cap/d,OAS,VEGET+,SSP2,2030,33.4
NUTR,kcal/cap/d,OAS,VEGET+,SSP2,2040,37.6
NUTR,kcal/cap/d,OAS,VEGET+,SSP2,2050,40.7
NUTR,kcal/cap/d,OAS,FRUITS+,SSP2,2000,37.6
NUTR,kcal/cap/d,OAS,FRUITS+,SSP2,2010,42
NUTR,kcal/cap/d,OAS,FRUITS+,SSP2,2020,47.2
NUTR,kcal/cap/d,OAS,FRUITS+,SSP2,2030,53.3
NUTR,kcal/cap/d,OAS,FRUITS+,SSP2,2040,58.6
NUTR,kcal/cap/d,OAS,FRUITS+,SSP2,2050,62.6
NUTR,kcal/cap/d,OAS,TNUTS+,SSP2,2000,4.1
NUTR,kcal/cap/d,OAS,TNUTS+,SSP2,2010,4.5
NUTR,kcal/cap/d,OAS,TNUTS+,SSP2,2020,4.9
NUTR,kcal/cap/d,OAS,TNUTS+,SSP2,2030,5.5
NUTR,kcal/cap/d,OAS,TNUTS+,SSP2,2040,6
NUTR,kcal/cap/d,OAS,TNUTS+,SSP2,2050,6.3
NUTR,kcal/cap/d,OAS,VEGOIL+,SSP2,2000,15
NUTR,kcal/cap/d,OAS,VEGOIL+,SSP2,2010,19
NUTR,kcal/cap/d,OAS,VEGOIL+,SSP2,2020,22.9
NUTR,kcal/cap/d,OAS,VEGOIL+,SSP2,2030,27.1
NUTR,kcal/cap/d,OAS,VEGOIL+,SSP2,2040,30.4
NUTR,kcal/cap/d,OAS,VEGOIL+,SSP2,2050,33
NUTR,kcal/cap/d,OAS,OTMEAT+,SSP2,2000,0.5
NUTR,kcal/cap/d,OAS,OTMEAT+,SSP2,2010,0.6
NUTR,kcal/cap/d,OAS,OTMEAT+,SSP2,2020,0.7
NUTR,kcal/cap/d,OAS,OTMEAT+,SSP2,2030,0.8
NUTR,kcal/cap/d,OAS,OTMEAT+,SSP2,2040,0.8
NUTR,kcal/cap/d,OAS,OTMEAT+,SSP2,2050,0.9
NUTR,kcal/cap/d,OAS,ANIMOTH+,SSP2,2000,11.6
NUTR,kcal/cap/d,OAS,ANIMOTH+,SSP2,2010,12.2
NUTR,kcal/cap/d,OAS,ANIMOTH+,SSP2,2020,13
NUTR,kcal/cap/d,OAS,ANIMOTH+,SSP2,2030,14
NUTR,kcal/cap/d,OAS,ANIMOTH+,SSP2,2040,15
NUTR,kcal/cap/d,OAS,ANIMOTH+,SSP2,2050,15.7
NUTR,kcal/cap/d,OAS,AQUAFOOD+,SSP2,2000,15.3
NUTR,kcal/cap/d,OAS,AQUAFOOD+,SSP2,2010,31.4
NUTR,kcal/cap/d,OAS,AQUAFOOD+,SSP2,2020,46.7
NUTR,kcal/cap/d,OAS,AQUAFOOD+,SSP2,2030,61.8
NUTR,kcal/cap/d,OAS,AQUAFOOD+,SSP2,2040,74.6
NUTR,kcal/cap/d,OAS,AQUAFOOD+,SSP2,2050,84
NUTR,kcal/cap/d,OAS,OTHER+,SSP2,2000,17.1
NUTR,kcal/cap/d,OAS,OTHER+,SSP2,2010,16.6
NUTR,kcal/cap/d,OAS,OTHER+,SSP2,2020,16.7
NUTR,kcal/cap/d,OAS,OTHER+,SSP2,2030,17.3
NUTR,kcal/cap/d,OAS,OTHER+,SSP2,2040,17.9
NUTR,kcal/cap/d,OAS,OTHER+,SSP2,2050,18.4
NUTR,kcal/cap/d,OAS,ALCOOL+,SSP2,2000,0.4
NUTR,kcal/cap/d,OAS,ALCOOL+,SSP2,2010,0.4
NUTR,kcal/cap/d,OAS,ALCOOL+,SSP2,2020,0.5
NUTR,kcal/cap/d,OAS,ALCOOL+,SSP2,2030,0.6
NUTR,kcal/cap/d,OAS,ALCOOL+,SSP2,2040,0.7
NUTR,kcal/cap/d,OAS,ALCOOL+,SSP2,2050,0.7
NUTR,kcal/cap/d,OAS,PKRO,SSP2,2000,2.9
NUTR,kcal/cap/d,OAS,PKRO,SSP2,2010,4.8
NUTR,kcal/cap/d,OAS,PKRO,SSP2,2020,5.8
NUTR,kcal/cap/d,OAS,PKRO,SSP2,2030,6.7
NUTR,kcal/cap/d,OAS,PKRO,SSP2,2040,7.6
NUTR,kcal/cap/d,OAS,PKRO,SSP2,2050,8.2
NUTR,kg/cap/yr,ANZ,TOT,SSP2,2000,885.6
NUTR,kg/cap/yr,ANZ,TOT,SSP2,2010,909
NUTR,kg/cap/yr,ANZ,TOT,SSP2,2020,940.2
NUTR,kg/cap/yr,ANZ,TOT,SSP2,2030,962.8
NUTR,kg/cap/yr,ANZ,TOT,SSP2,2040,982.2
NUTR,kg/cap/yr,ANZ,TOT,SSP2,2050,996.8
NUTR,kg/cap/yr,ANZ,BVMEAT,SSP2,2000,41.9
NUTR,kg/cap/yr,ANZ,BVMEAT,SSP2,2010,41.6
NUTR,kg/cap/yr,ANZ,BVMEAT,SSP2,2020,39.8
NUTR,kg/cap/yr,ANZ,BVMEAT,SSP2,2030,38.6
NUTR,kg/cap/yr,ANZ,BVMEAT,SSP2,2040,37.3
NUTR,kg/cap/yr,ANZ,BVMEAT,SSP2,2050,36.4
NUTR,kg/cap/yr,ANZ,SGMEAT,SSP2,2000,19.3
NUTR,kg/cap/yr,ANZ,SGMEAT,SSP2,2010,15.7
NUTR,kg/cap/yr,ANZ,SGMEAT,SSP2,2020,15.1
NUTR,kg/cap/yr,ANZ,SGMEAT,SSP2,2030,14.7
NUTR,kg/cap/yr,ANZ,SGMEAT,SSP2,2040,14.4
NUTR,kg/cap/yr,ANZ,SGMEAT,SSP2,2050,13.9
NUTR,kg/cap/yr,ANZ,PGMEAT,SSP2,2000,20
NUTR,kg/cap/yr,ANZ,PGMEAT,SSP2,2010,22
NUTR,kg/cap/yr,ANZ,PGMEAT,SSP2,2020,23.2
NUTR,kg/cap/yr,ANZ,PGMEAT,SSP2,2030,23.9
NUTR,kg/cap/yr,ANZ,PGMEAT,SSP2,2040,24.4
NUTR,kg/cap/yr,ANZ,PGMEAT,SSP2,2050,24.9
NUTR,kg/cap/yr,ANZ,PTMEAT,SSP2,2000,33.4
NUTR,kg/cap/yr,ANZ,PTMEAT,SSP2,2010,39.5
NUTR,kg/cap/yr,ANZ,PTMEAT,SSP2,2020,45.2
NUTR,kg/cap/yr,ANZ,PTMEAT,SSP2,2030,49.1
NUTR,kg/cap/yr,ANZ,PTMEAT,SSP2,2040,52.1
NUTR,kg/cap/yr,ANZ,PTMEAT,SSP2,2050,54.3
NUTR,kg/cap/yr,ANZ,ALMILK,SSP2,2000,199.2
NUTR,kg/cap/yr,ANZ,ALMILK,SSP2,2010,193.5
NUTR,kg/cap/yr,ANZ,ALMILK,SSP2,2020,198.4
NUTR,kg/cap/yr,ANZ,ALMILK,SSP2,2030,202.4
NUTR,kg/cap/yr,ANZ,ALMILK,SSP2,2040,206.1
NUTR,kg/cap/yr,ANZ,ALMILK,SSP2,2050,209.6
NUTR,kg/cap/yr,ANZ,PTEGGS,SSP2,2000,6.6
NUTR,kg/cap/yr,ANZ,PTEGGS,SSP2,2010,7.8
NUTR,kg/cap/yr,ANZ,PTEGGS,SSP2,2020,8.5
NUTR,kg/cap/yr,ANZ,PTEGGS,SSP2,2030,9
NUTR,kg/cap/yr,ANZ,PTEGGS,SSP2,2040,9.4
NUTR,kg/cap/yr,ANZ,PTEGGS,SSP2,2050,9.7
NUTR,kg/cap/yr,ANZ,BARL,SSP2,2000,0
NUTR,kg/cap/yr,ANZ,BARL,SSP2,2010,0
NUTR,kg/cap/yr,ANZ,BARL,SSP2,2020,0
NUTR,kg/cap/yr,ANZ,BARL,SSP2,2030,0
NUTR,kg/cap/yr,ANZ,BARL,SSP2,2040,0
NUTR,kg/cap/yr,ANZ,BARL,SSP2,2050,0
NUTR,kg/cap/yr,ANZ,CORN,SSP2,2000,4.1
NUTR,kg/cap/yr,ANZ,CORN,SSP2,2010,4.1
NUTR,kg/cap/yr,ANZ,CORN,SSP2,2020,4.1
NUTR,kg/cap/yr,ANZ,CORN,SSP2,2030,4.2
NUTR,kg/cap/yr,ANZ,CORN,SSP2,2040,4.2
NUTR,kg/cap/yr,ANZ,CORN,SSP2,2050,4.2
NUTR,kg/cap/yr,ANZ,GNUT,SSP2,2000,1.4
NUTR,kg/cap/yr,ANZ,GNUT,SSP2,2010,1.4
NUTR,kg/cap/yr,ANZ,GNUT,SSP2,2020,1.4
NUTR,kg/cap/yr,ANZ,GNUT,SSP2,2030,1.4
NUTR,kg/cap/yr,ANZ,GNUT,SSP2,2040,1.4
NUTR,kg/cap/yr,ANZ,GNUT,SSP2,2050,1.4
NUTR,kg/cap/yr,ANZ,POTA,SSP2,2000,57.9
NUTR,kg/cap/yr,ANZ,POTA,SSP2,2010,58.4
NUTR,kg/cap/yr,ANZ,POTA,SSP2,2020,59.2
NUTR,kg/cap/yr,ANZ,POTA,SSP2,2030,59.8
NUTR,kg/cap/yr,ANZ,POTA,SSP2,2040,60.2
NUTR,kg/cap/yr,ANZ,POTA,SSP2,2050,60.6
NUTR,kg/cap/yr,ANZ,RICE,SSP2,2000,8.5
NUTR,kg/cap/yr,ANZ,RICE,SSP2,2010,8.5
NUTR,kg/cap/yr,ANZ,RICE,SSP2,2020,8.5
NUTR,kg/cap/yr,ANZ,RICE,SSP2,2030,8.5
NUTR,kg/cap/yr,ANZ,RICE,SSP2,2040,8.5
NUTR,kg/cap/yr,ANZ,RICE,SSP2,2050,8.5
NUTR,kg/cap/yr,ANZ,SOYA,SSP2,2000,0.1
NUTR,kg/cap/yr,ANZ,SOYA,SSP2,2010,0.1
NUTR,kg/cap/yr,ANZ,SOYA,SSP2,2020,0.1
NUTR,kg/cap/yr,ANZ,SOYA,SSP2,2030,0.1
