,,,,,2000,2010,2020,2030,2040,2050
CanadaReg,Corn,SPA0,SSP2,scenRCPref,1504,1763,1922,2089,2273,2431
CanadaReg,Rape,SPA0,SSP2,scenRCPref,107,128,141,154,168,180
CanadaReg,Soya,SPA0,SSP2,scenRCPref,544,638,696,757,823,880
CanadaReg,Sunf,SPA0,SSP2,scenRCPref,6,7,7,8,9,9
CanadaReg,Whea,SPA0,SSP2,scenRCPref,470,551,601,653,711,760
ChinaReg,Barl,SPA0,SSP2,scenRCPref,0,1,1,2,3,3
ChinaReg,BeaD,SPA0,SSP2,scenRCPref,0,1,3,5,5,6
ChinaReg,Cass,SPA0,SSP2,scenRCPref,22,64,145,254,305,321
ChinaReg,ChkP,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
ChinaReg,Corn,SPA0,SSP2,scenRCPref,861,2418,5368,9331,11212,11866
ChinaReg,Cott,SPA0,SSP2,scenRCPref,8,25,59,104,125,131
ChinaReg,Gnut,SPA0,SSP2,scenRCPref,3,8,19,33,40,42
ChinaReg,Mill,SPA0,SSP2,scenRCPref,0,1,2,3,3,4
ChinaReg,Pota,SPA0,SSP2,scenRCPref,100,293,666,1165,1399,1473
ChinaReg,Rape,SPA0,SSP2,scenRCPref,46,138,318,559,673,708
ChinaReg,Rice,SPA0,SSP2,scenRCPref,3,11,26,47,57,58
ChinaReg,Soya,SPA0,SSP2,scenRCPref,350,925,1997,3450,4151,4420
ChinaReg,Srgh,SPA0,SSP2,scenRCPref,1,2,3,5,6,6
ChinaReg,SugC,SPA0,SSP2,scenRCPref,74,217,494,863,1037,1092
ChinaReg,Sunf,SPA0,SSP2,scenRCPref,3,10,23,40,48,51
ChinaReg,SwPo,SPA0,SSP2,scenRCPref,377,1102,2507,4384,5268,5546
ChinaReg,Whea,SPA0,SSP2,scenRCPref,154,352,688,1134,1341,1425
CongoBasin,Cass,SPA0,SSP2,scenRCPref,9,10,29,59,83,105
CongoBasin,Corn,SPA0,SSP2,scenRCPref,8,13,34,55,80,110
CongoBasin,Cott,SPA0,SSP2,scenRCPref,0,0,1,2,3,4
CongoBasin,Gnut,SPA0,SSP2,scenRCPref,1,1,4,9,13,17
CongoBasin,Pota,SPA0,SSP2,scenRCPref,1,1,2,4,5,6
CongoBasin,Soya,SPA0,SSP2,scenRCPref,1,3,9,17,25,35
CongoBasin,SugC,SPA0,SSP2,scenRCPref,8,9,26,52,73,92
CongoBasin,SwPo,SPA0,SSP2,scenRCPref,0,0,0,1,1,1
EU_Baltic,Barl,SPA0,SSP2,scenRCPref,217,216,213,205,192,180
EU_Baltic,BeaD,SPA0,SSP2,scenRCPref,2,6,8,9,8,7
EU_Baltic,Cass,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
EU_Baltic,ChkP,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
EU_Baltic,Corn,SPA0,SSP2,scenRCPref,18,,,,,17
EU_Baltic,Gnut,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
EU_Baltic,Pota,SPA0,SSP2,scenRCPref,472,465,454,423,370,304
EU_Baltic,Rape,SPA0,SSP2,scenRCPref,13,14,15,14,13,11
EU_Baltic,Rice,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
EU_Baltic,Soya,SPA0,SSP2,scenRCPref,54,,,,,
EU_Baltic,SugC,SPA0,SSP2,scenRCPref,10,10,10,9,8,7
EU_Baltic,Sunf,SPA0,SSP2,scenRCPref,15,16,17,17,15,12
EU_Baltic,Whea,SPA0,SSP2,scenRCPref,175,175,175,172,168,168
EU_CentralEast,Barl,SPA0,SSP2,scenRCPref,833,836,842,838,813,781
EU_CentralEast,Corn,SPA0,SSP2,scenRCPref,2393,2393,2413,2405,2333,2242
EU_CentralEast,Soya,SPA0,SSP2,scenRCPref,1958,971,759,1547,1509,1458
EU_CentralEast,Whea,SPA0,SSP2,scenRCPref,1753,1759,1772,1764,1711,1645
EU_MidWest,Barl,SPA0,SSP2,scenRCPref,1718,1620,1880,2344,2762,3113
EU_MidWest,Corn,SPA0,SSP2,scenRCPref,4296,4112,4857,6172,7380,8399
EU_MidWest,Rape,SPA0,SSP2,scenRCPref,423,394,475,610,737,842
EU_MidWest,Soya,SPA0,SSP2,scenRCPref,4816,4554,5395,6894,8270,9436
EU_MidWest,Sunf,SPA0,SSP2,scenRCPref,224,209,252,323,390,446
EU_MidWest,Whea,SPA0,SSP2,scenRCPref,2991,2818,3311,4168,4952,5610
EU_North,Barl,SPA0,SSP2,scenRCPref,1547,1547,1822,2190,2624,3020
EU_North,BeaD,SPA0,SSP2,scenRCPref,0,1,1,1,1,2
EU_North,Cass,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
EU_North,ChkP,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
EU_North,Corn,SPA0,SSP2,scenRCPref,5,3,4,5,5,6
EU_North,Mill,SPA0,SSP2,scenRCPref,1,2,2,3,3,4
EU_North,Pota,SPA0,SSP2,scenRCPref,4,4,5,6,7,8
EU_North,Rape,SPA0,SSP2,scenRCPref,270,283,341,424,523,613
EU_North,Rice,SPA0,SSP2,scenRCPref,15,15,17,20,24,27
EU_North,Soya,SPA0,SSP2,scenRCPref,1960,1469,2010,2503,3084,3632
EU_North,Srgh,SPA0,SSP2,scenRCPref,0,1,1,1,1,1
EU_North,SugC,SPA0,SSP2,scenRCPref,5,6,7,9,11,12
EU_North,Sunf,SPA0,SSP2,scenRCPref,131,137,166,206,254,298
EU_North,SwPo,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
EU_North,Whea,SPA0,SSP2,scenRCPref,1372,1409,1680,2033,2451,2838
EU_South,Barl,SPA0,SSP2,scenRCPref,1744,1857,1945,2031,2090,2135
EU_South,Corn,SPA0,SSP2,scenRCPref,3785,4044,4243,4417,4541,4636
EU_South,Soya,SPA0,SSP2,scenRCPref,3356,2604,3829,4006,4128,4219
EU_South,Whea,SPA0,SSP2,scenRCPref,2002,2129,2241,2355,2432,2488
Former_USSR,Barl,SPA0,SSP2,scenRCPref,679,772,870,959,1019,1052
Former_USSR,BeaD,SPA0,SSP2,scenRCPref,24,36,46,55,61,64
Former_USSR,Cass,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
Former_USSR,ChkP,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
Former_USSR,Corn,SPA0,SSP2,scenRCPref,514,623,739,828,895,945
Former_USSR,Cott,SPA0,SSP2,scenRCPref,150,238,314,390,447,472
Former_USSR,Gnut,SPA0,SSP2,scenRCPref,0,0,0,1,1,1
Former_USSR,Pota,SPA0,SSP2,scenRCPref,1023,1179,1340,1476,1569,1624
Former_USSR,Rape,SPA0,SSP2,scenRCPref,12,19,25,31,35,37
Former_USSR,Soya,SPA0,SSP2,scenRCPref,16,30,45,53,61,68
Former_USSR,SugC,SPA0,SSP2,scenRCPref,30,34,39,43,46,47
Former_USSR,Sunf,SPA0,SSP2,scenRCPref,44,70,93,116,133,140
Former_USSR,SwPo,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
Former_USSR,Whea,SPA0,SSP2,scenRCPref,1460,1669,1886,2084,2216,2293
IndiaReg,Barl,SPA0,SSP2,scenRCPref,104,128,158,187,207,229
IndiaReg,BeaD,SPA0,SSP2,scenRCPref,253,312,383,454,504,557
IndiaReg,ChkP,SPA0,SSP2,scenRCPref,799,985,1210,1433,1591,1758
IndiaReg,Corn,SPA0,SSP2,scenRCPref,512,685,839,1076,1252,1390
IndiaReg,Cott,SPA0,SSP2,scenRCPref,798,1224,1743,2277,2684,3122
IndiaReg,Gnut,SPA0,SSP2,scenRCPref,376,577,822,1074,1265,1472
IndiaReg,Pota,SPA0,SSP2,scenRCPref,1113,1371,1685,1995,2214,2446
IndiaReg,Rape,SPA0,SSP2,scenRCPref,2112,3240,4615,6031,7107,8269
IndiaReg,Rice,SPA0,SSP2,scenRCPref,2232,2763,3392,4028,4480,4948
IndiaReg,Soya,SPA0,SSP2,scenRCPref,169,226,277,356,414,460
IndiaReg,SugC,SPA0,SSP2,scenRCPref,10632,13103,16093,19057,21153,23371
IndiaReg,Sunf,SPA0,SSP2,scenRCPref,241,370,527,688,811,944
IndiaReg,Whea,SPA0,SSP2,scenRCPref,2705,3384,4154,4994,5596,6188
IndonesiaReg,Cass,SPA0,SSP2,scenRCPref,15,14,17,19,25,28
IndonesiaReg,Corn,SPA0,SSP2,scenRCPref,9,11,32,42,59,69
IndonesiaReg,Cott,SPA0,SSP2,scenRCPref,,,,,,
IndonesiaReg,Gnut,SPA0,SSP2,scenRCPref,1,2,6,9,14,16
IndonesiaReg,Pota,SPA0,SSP2,scenRCPref,3,3,3,3,4,5
IndonesiaReg,Rape,SPA0,SSP2,scenRCPref,3,3,10,16,24,28
IndonesiaReg,Rice,SPA0,SSP2,scenRCPref,18,16,23,35,54,65
IndonesiaReg,Soya,SPA0,SSP2,scenRCPref,,,15,29,47,59
IndonesiaReg,SugC,SPA0,SSP2,scenRCPref,126,123,144,166,217,242
IndonesiaReg,Sunf,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
IndonesiaReg,SwPo,SPA0,SSP2,scenRCPref,2,2,2,2,3,3
IndonesiaReg,Whea,SPA0,SSP2,scenRCPref,,6,20,29,42,49
JapanReg,Barl,SPA0,SSP2,scenRCPref,39,38,40,41,40,38
JapanReg,BeaD,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
JapanReg,Corn,SPA0,SSP2,scenRCPref,1245,1197,1245,1265,1236,1191
JapanReg,Cott,SPA0,SSP2,scenRCPref,12,12,12,13,12,12
JapanReg,Gnut,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
JapanReg,Pota,SPA0,SSP2,scenRCPref,53,52,54,55,54,52
JapanReg,Rape,SPA0,SSP2,scenRCPref,91,91,97,99,96,92
JapanReg,Rice,SPA0,SSP2,scenRCPref,66,65,68,69,67,65
JapanReg,Soya,SPA0,SSP2,scenRCPref,442,373,377,386,378,374
JapanReg,SugC,SPA0,SSP2,scenRCPref,212,208,217,220,215,207
JapanReg,Sunf,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
JapanReg,SwPo,SPA0,SSP2,scenRCPref,25,24,25,26,25,24
JapanReg,Whea,SPA0,SSP2,scenRCPref,248,242,253,257,251,241
MalaysiaReg,Barl,SPA0,SSP2,scenRCPref,0,0,2,3,5,7
MalaysiaReg,Cass,SPA0,SSP2,scenRCPref,0,0,0,1,1,1
MalaysiaReg,Corn,SPA0,SSP2,scenRCPref,1,1,4,7,10,15
MalaysiaReg,Gnut,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MalaysiaReg,Mill,SPA0,SSP2,scenRCPref,1,1,3,5,8,12
MalaysiaReg,Pota,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MalaysiaReg,Rape,SPA0,SSP2,scenRCPref,0,0,2,4,6,8
MalaysiaReg,Rice,SPA0,SSP2,scenRCPref,1,1,4,8,12,17
MalaysiaReg,Soya,SPA0,SSP2,scenRCPref,1,1,3,6,9,14
MalaysiaReg,Srgh,SPA0,SSP2,scenRCPref,0,0,0,1,1,2
MalaysiaReg,SugC,SPA0,SSP2,scenRCPref,3,3,12,23,33,47
MalaysiaReg,Sunf,SPA0,SSP2,scenRCPref,0,0,0,1,1,2
MalaysiaReg,SwPo,SPA0,SSP2,scenRCPref,0,0,0,0,1,1
MalaysiaReg,Whea,SPA0,SSP2,scenRCPref,1,1,3,6,9,13
MexicoReg,Barl,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
MexicoReg,Corn,SPA0,SSP2,scenRCPref,803,899,1222,1715,2167,2487
MexicoReg,Cott,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MexicoReg,Gnut,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MexicoReg,Mill,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MexicoReg,Rape,SPA0,SSP2,scenRCPref,2,3,4,6,8,9
MexicoReg,Soya,SPA0,SSP2,scenRCPref,318,342,474,721,947,1105
MexicoReg,Srgh,SPA0,SSP2,scenRCPref,371,462,666,860,1024,1143
MexicoReg,Sunf,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MexicoReg,Whea,SPA0,SSP2,scenRCPref,117,132,192,257,319,362
MiddleEast,Barl,SPA0,SSP2,scenRCPref,2544,3384,3921,3993,4296,4552
MiddleEast,BeaD,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
MiddleEast,Cass,SPA0,SSP2,scenRCPref,6,11,15,15,18,19
MiddleEast,ChkP,SPA0,SSP2,scenRCPref,17,17,21,27,28,28
MiddleEast,Corn,SPA0,SSP2,scenRCPref,1357,1898,2260,2336,2570,2780
MiddleEast,Cott,SPA0,SSP2,scenRCPref,26,69,100,112,131,148
MiddleEast,Gnut,SPA0,SSP2,scenRCPref,1,3,4,5,5,6
MiddleEast,Mill,SPA0,SSP2,scenRCPref,3,3,3,4,4,4
MiddleEast,Pota,SPA0,SSP2,scenRCPref,122,230,303,321,366,405
MiddleEast,Rape,SPA0,SSP2,scenRCPref,10,27,40,44,52,59
MiddleEast,Rice,SPA0,SSP2,scenRCPref,160,216,259,277,298,316
MiddleEast,Soya,SPA0,SSP2,scenRCPref,505,806,1021,1089,1246,1391
MiddleEast,Srgh,SPA0,SSP2,scenRCPref,40,40,50,66,67,67
MiddleEast,SugC,SPA0,SSP2,scenRCPref,395,749,985,1043,1190,1316
MiddleEast,Sunf,SPA0,SSP2,scenRCPref,45,119,173,192,226,255
MiddleEast,Whea,SPA0,SSP2,scenRCPref,853,1216,1442,1469,1615,1742
NewZealandReg,Barl,SPA0,SSP2,scenRCPref,97,131,201,269,375,463
NewZealandReg,Corn,SPA0,SSP2,scenRCPref,47,73,125,167,227,277
NewZealandReg,Rape,SPA0,SSP2,scenRCPref,2,21,52,70,92,110
NewZealandReg,Soya,SPA0,SSP2,scenRCPref,15,15,,,,
NewZealandReg,Whea,SPA0,SSP2,scenRCPref,59,86,138,183,249,303
NorthernAf,Barl,SPA0,SSP2,scenRCPref,625,785,860,892,911,945
NorthernAf,BeaD,SPA0,SSP2,scenRCPref,2,14,23,28,31,33
NorthernAf,Cass,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
NorthernAf,ChkP,SPA0,SSP2,scenRCPref,4,26,42,52,56,59
NorthernAf,Corn,SPA0,SSP2,scenRCPref,1979,2517,2783,2904,2977,3105
NorthernAf,Cott,SPA0,SSP2,scenRCPref,11,18,23,27,28,30
NorthernAf,Gnut,SPA0,SSP2,scenRCPref,3,4,5,6,6,7
NorthernAf,Mill,SPA0,SSP2,scenRCPref,2,3,4,4,4,5
NorthernAf,Pota,SPA0,SSP2,scenRCPref,126,157,171,177,180,186
NorthernAf,Rape,SPA0,SSP2,scenRCPref,7,12,16,18,19,20
NorthernAf,Rice,SPA0,SSP2,scenRCPref,121,153,167,173,177,183
NorthernAf,Soya,SPA0,SSP2,scenRCPref,539,678,743,770,786,816
NorthernAf,Srgh,SPA0,SSP2,scenRCPref,123,179,221,251,268,282
NorthernAf,SugC,SPA0,SSP2,scenRCPref,656,818,890,920,938,967
NorthernAf,Sunf,SPA0,SSP2,scenRCPref,45,75,97,110,117,123
NorthernAf,Whea,SPA0,SSP2,scenRCPref,625,784,858,889,908,941
Pacific_Islands,Barl,SPA0,SSP2,scenRCPref,0,,,,,
Pacific_Islands,Cass,SPA0,SSP2,scenRCPref,0,,,0,0,0
Pacific_Islands,Corn,SPA0,SSP2,scenRCPref,0,,0,0,1,1
Pacific_Islands,Pota,SPA0,SSP2,scenRCPref,0,,,0,0,0
Pacific_Islands,Soya,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
Pacific_Islands,SugC,SPA0,SSP2,scenRCPref,0,,,0,0,0
RCAM,Cass,SPA0,SSP2,scenRCPref,5,5,7,7,7,6
RCAM,Corn,SPA0,SSP2,scenRCPref,196,210,329,350,345,297
RCAM,Pota,SPA0,SSP2,scenRCPref,1,1,2,2,2,2
RCAM,Soya,SPA0,SSP2,scenRCPref,108,113,168,175,171,147
RCAM,SugC,SPA0,SSP2,scenRCPref,129,133,199,205,198,166
RCAM,SwPo,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
RCAM,Whea,SPA0,SSP2,scenRCPref,16,18,27,28,27,23
RCEU,Barl,SPA0,SSP2,scenRCPref,42,51,57,61,59,57
RCEU,Corn,SPA0,SSP2,scenRCPref,47,169,239,262,253,246
RCEU,Cott,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RCEU,Rape,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RCEU,Soya,SPA0,SSP2,scenRCPref,137,146,153,157,155,153
RCEU,Sunf,SPA0,SSP2,scenRCPref,13,14,15,16,16,15
RCEU,Whea,SPA0,SSP2,scenRCPref,43,80,108,118,112,107
ROWE,Barl,SPA0,SSP2,scenRCPref,204,231,271,317,364,380
ROWE,Corn,SPA0,SSP2,scenRCPref,115,134,172,217,268,290
ROWE,Soya,SPA0,SSP2,scenRCPref,261,285,340,407,487,517
ROWE,Whea,SPA0,SSP2,scenRCPref,94,104,125,153,187,201
RSAM,Cass,SPA0,SSP2,scenRCPref,55,79,126,189,242,276
RSAM,Corn,SPA0,SSP2,scenRCPref,453,528,822,1230,1580,1796
RSAM,Pota,SPA0,SSP2,scenRCPref,30,43,69,104,133,152
RSAM,Soya,SPA0,SSP2,scenRCPref,149,211,349,538,700,800
RSAM,SugC,SPA0,SSP2,scenRCPref,82,117,187,280,359,408
RSAM,SwPo,SPA0,SSP2,scenRCPref,1,1,2,3,4,4
RSAM,Whea,SPA0,SSP2,scenRCPref,49,41,60,92,117,133
RSAS,Barl,SPA0,SSP2,scenRCPref,2,2,2,3,3,4
RSAS,BeaD,SPA0,SSP2,scenRCPref,0,0,1,1,1,1
RSAS,Cass,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RSAS,ChkP,SPA0,SSP2,scenRCPref,5,7,8,9,10,11
RSAS,Corn,SPA0,SSP2,scenRCPref,79,92,101,125,135,154
RSAS,Cott,SPA0,SSP2,scenRCPref,486,708,874,1010,1090,1064
RSAS,Gnut,SPA0,SSP2,scenRCPref,9,13,16,18,20,19
RSAS,Mill,SPA0,SSP2,scenRCPref,3,4,4,5,5,6
RSAS,Pota,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RSAS,Rape,SPA0,SSP2,scenRCPref,344,501,619,715,771,753
RSAS,Rice,SPA0,SSP2,scenRCPref,16,20,22,28,30,34
RSAS,Soya,SPA0,SSP2,scenRCPref,31,36,39,48,51,58
RSAS,Srgh,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
RSAS,SugC,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
RSAS,Sunf,SPA0,SSP2,scenRCPref,29,43,53,61,66,64
RSAS,SwPo,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RSAS,Whea,SPA0,SSP2,scenRCPref,708,913,1046,1153,1179,1137
RSEA_OPA,Corn,SPA0,SSP2,scenRCPref,791,619,1666,4013,6945,10650
RSEA_OPA,Rice,SPA0,SSP2,scenRCPref,222,183,517,1277,2235,3451
RSEA_OPA,Soya,SPA0,SSP2,scenRCPref,292,229,619,1492,2584,3964
RSEA_OPA,Whea,SPA0,SSP2,scenRCPref,123,96,257,617,1067,1635
RSEA_PAC,Cass,SPA0,SSP2,scenRCPref,5,9,14,24,40,51
RSEA_PAC,Corn,SPA0,SSP2,scenRCPref,27,57,96,165,288,365
RSEA_PAC,Cott,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RSEA_PAC,Gnut,SPA0,SSP2,scenRCPref,0,0,1,1,1,1
RSEA_PAC,Pota,SPA0,SSP2,scenRCPref,1,2,4,6,11,13
RSEA_PAC,Rape,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RSEA_PAC,Soya,SPA0,SSP2,scenRCPref,,17,31,56,101,130
RSEA_PAC,SugC,SPA0,SSP2,scenRCPref,8,14,23,38,63,80
RSEA_PAC,SwPo,SPA0,SSP2,scenRCPref,3,6,9,16,26,33
RSEA_PAC,Whea,SPA0,SSP2,scenRCPref,12,15,23,38,63,78
RussiaReg,Barl,SPA0,SSP2,scenRCPref,3238,3331,3416,3507,3560,3620
RussiaReg,BeaD,SPA0,SSP2,scenRCPref,2,31,64,89,99,106
RussiaReg,Cass,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
RussiaReg,Corn,SPA0,SSP2,scenRCPref,440,451,463,475,484,494
RussiaReg,Cott,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RussiaReg,Mill,SPA0,SSP2,scenRCPref,39,41,44,46,49,52
RussiaReg,Pota,SPA0,SSP2,scenRCPref,3857,3959,4061,4169,4246,4332
RussiaReg,Rape,SPA0,SSP2,scenRCPref,16,17,17,17,18,18
RussiaReg,Soya,SPA0,SSP2,scenRCPref,51,52,53,55,58,61
RussiaReg,Srgh,SPA0,SSP2,scenRCPref,3,3,4,4,4,4
RussiaReg,SugC,SPA0,SSP2,scenRCPref,212,217,223,229,233,238
RussiaReg,Sunf,SPA0,SSP2,scenRCPref,324,332,341,350,357,364
RussiaReg,Whea,SPA0,SSP2,scenRCPref,3871,3982,4084,4193,4255,4326
SouthAfrReg,Barl,SPA0,SSP2,scenRCPref,3,4,6,7,8,8
SouthAfrReg,BeaD,SPA0,SSP2,scenRCPref,1,2,3,4,5,5
SouthAfrReg,Corn,SPA0,SSP2,scenRCPref,614,843,1126,1338,1489,1587
SouthAfrReg,Cott,SPA0,SSP2,scenRCPref,0,0,1,1,1,1
SouthAfrReg,Gnut,SPA0,SSP2,scenRCPref,1,2,2,3,3,3
SouthAfrReg,Rape,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
SouthAfrReg,Soya,SPA0,SSP2,scenRCPref,118,173,205,112,176,218
SouthAfrReg,Sunf,SPA0,SSP2,scenRCPref,60,92,133,167,188,202
SouthAfrReg,Whea,SPA0,SSP2,scenRCPref,81,108,143,169,188,200
SouthKorea,Barl,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
SouthKorea,Cass,SPA0,SSP2,scenRCPref,85,108,131,155,169,180
SouthKorea,Corn,SPA0,SSP2,scenRCPref,296,375,456,536,583,618
SouthKorea,Gnut,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
SouthKorea,Pota,SPA0,SSP2,scenRCPref,17,22,27,32,35,37
SouthKorea,Rape,SPA0,SSP2,scenRCPref,6,10,20,29,35,38
SouthKorea,Soya,SPA0,SSP2,scenRCPref,100,128,160,191,208,216
SouthKorea,SugC,SPA0,SSP2,scenRCPref,447,566,689,813,886,944
SouthKorea,Sunf,SPA0,SSP2,scenRCPref,0,1,1,2,3,3
SouthKorea,SwPo,SPA0,SSP2,scenRCPref,14,17,21,25,27,29
SouthKorea,Whea,SPA0,SSP2,scenRCPref,51,66,83,99,109,116
EasternAf,Cass,SPA0,SSP2,scenRCPref,37,52,65,74,82,84
EasternAf,Corn,SPA0,SSP2,scenRCPref,123,118,112,108,109,107
EasternAf,Cott,SPA0,SSP2,scenRCPref,1,2,3,3,4,4
EasternAf,Gnut,SPA0,SSP2,scenRCPref,1,3,4,5,5,5
EasternAf,Pota,SPA0,SSP2,scenRCPref,10,14,18,20,22,23
EasternAf,Rape,SPA0,SSP2,scenRCPref,1,1,2,2,3,3
EasternAf,Soya,SPA0,SSP2,scenRCPref,2,7,12,14,16,17
EasternAf,SugC,SPA0,SSP2,scenRCPref,48,68,84,95,106,109
EasternAf,Sunf,SPA0,SSP2,scenRCPref,0,1,1,1,1,2
SouthernAf,Cass,SPA0,SSP2,scenRCPref,12,35,75,114,143,169
SouthernAf,Corn,SPA0,SSP2,scenRCPref,39,49,86,126,156,181
SouthernAf,Cott,SPA0,SSP2,scenRCPref,0,1,2,2,3,4
SouthernAf,Gnut,SPA0,SSP2,scenRCPref,1,2,5,8,10,11
SouthernAf,Pota,SPA0,SSP2,scenRCPref,2,7,14,21,27,32
SouthernAf,Soya,SPA0,SSP2,scenRCPref,3,,,,,
SouthernAf,SugC,SPA0,SSP2,scenRCPref,5,14,30,45,57,67
SouthernAf,Sunf,SPA0,SSP2,scenRCPref,0,1,2,3,4,4
SouthernAf,SwPo,SPA0,SSP2,scenRCPref,1,3,7,10,13,15
WesternAf,Barl,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
WesternAf,BeaD,SPA0,SSP2,scenRCPref,1,16,55,105,148,180
WesternAf,Cass,SPA0,SSP2,scenRCPref,782,1317,2658,4295,5644,6651
WesternAf,ChkP,SPA0,SSP2,scenRCPref,0,2,5,10,14,17
