Var,Unit,Reg,Item,Macro,Year,Val
PROD,1000 t dm,ANZ,SUGC,SSP2,2010,10453.134
OTHU,1000 t dm,ANZ,SUGC,SSP2,2010,3550.529
CONS,1000 t,USA,SUGC,SSP2,2010,54231.315
FEED,1000 t,USA,SUGC,SSP2,2010,9001.726
FOOD,1000 t,USA,SUGC,SSP2,2010,44925.388
PROD,1000 t,USA,SUGC,SSP2,2010,36099.019
OTHU,1000 t,USA,SUGC,SSP2,2010,304.201
CONS,1000 t dm,USA,SUGC,SSP2,2010,13557.829
FEED,1000 t dm,USA,SUGC,SSP2,2010,2250.431
FOOD,1000 t dm,USA,SUGC,SSP2,2010,11231.347
PROD,1000 t dm,USA,SUGC,SSP2,2010,9024.755
OTHU,1000 t dm,USA,SUGC,SSP2,2010,76.05
CONS,1000 t,FSU,SUGC,SSP2,2010,38577.418
FEED,1000 t,FSU,SUGC,SSP2,2010,1376.521
FOOD,1000 t,FSU,SUGC,SSP2,2010,35326.945
OTHU,1000 t,FSU,SUGC,SSP2,2010,1873.953
CONS,1000 t dm,FSU,SUGC,SSP2,2010,9644.354
FEED,1000 t dm,FSU,SUGC,SSP2,2010,344.13
FOOD,1000 t dm,FSU,SUGC,SSP2,2010,8831.736
OTHU,1000 t dm,FSU,SUGC,SSP2,2010,468.488
CONS,1000 t,BRA,SUGC,SSP2,2010,471997.362
FEED,1000 t,BRA,SUGC,SSP2,2010,11157.14
FOOD,1000 t,BRA,SUGC,SSP2,2010,94447.592
PROD,1000 t,BRA,SUGC,SSP2,2010,548550.681
OTHU,1000 t,BRA,SUGC,SSP2,2010,366392.631
CONS,1000 t dm,BRA,SUGC,SSP2,2010,117999.341
FEED,1000 t dm,BRA,SUGC,SSP2,2010,2789.285
FOOD,1000 t dm,BRA,SUGC,SSP2,2010,23611.898
PROD,1000 t dm,BRA,SUGC,SSP2,2010,137137.67
OTHU,1000 t dm,BRA,SUGC,SSP2,2010,91598.158
CONS,1000 t,CAN,SUGC,SSP2,2010,9301.596
FEED,1000 t,CAN,SUGC,SSP2,2010,1348.733
FOOD,1000 t,CAN,SUGC,SSP2,2010,7952.863
CONS,1000 t dm,CAN,SUGC,SSP2,2010,2325.399
FEED,1000 t dm,CAN,SUGC,SSP2,2010,337.183
FOOD,1000 t dm,CAN,SUGC,SSP2,2010,1988.216
CONS,1000 t,CHN,SUGC,SSP2,2010,132515.997
FEED,1000 t,CHN,SUGC,SSP2,2010,19371.208
FOOD,1000 t,CHN,SUGC,SSP2,2010,85217.038
PROD,1000 t,CHN,SUGC,SSP2,2010,73142.284
OTHU,1000 t,CHN,SUGC,SSP2,2010,27927.75
CONS,1000 t dm,CHN,SUGC,SSP2,2010,33128.999
FEED,1000 t dm,CHN,SUGC,SSP2,2010,4842.802
FOOD,1000 t dm,CHN,SUGC,SSP2,2010,21304.26
PROD,1000 t dm,CHN,SUGC,SSP2,2010,18285.571
OTHU,1000 t dm,CHN,SUGC,SSP2,2010,6981.937
CONS,1000 t,IND,SUGC,SSP2,2010,364824.13
FEED,1000 t,IND,SUGC,SSP2,2010,24917.964
FOOD,1000 t,IND,SUGC,SSP2,2010,304149.997
PROD,1000 t,IND,SUGC,SSP2,2010,372790.757
OTHU,1000 t,IND,SUGC,SSP2,2010,35756.17
CONS,1000 t dm,IND,SUGC,SSP2,2010,91206.033
FEED,1000 t dm,IND,SUGC,SSP2,2010,6229.491
FOOD,1000 t dm,IND,SUGC,SSP2,2010,76037.499
PROD,1000 t dm,IND,SUGC,SSP2,2010,93197.689
OTHU,1000 t dm,IND,SUGC,SSP2,2010,8939.042
CONS,1000 t,WLD,SUGC,SSP2,2010,1809197.023
FEED,1000 t,WLD,SUGC,SSP2,2010,139367.277
FOOD,1000 t,WLD,SUGC,SSP2,2010,1009431.906
PROD,1000 t,WLD,SUGC,SSP2,2010,1809197.023
OTHU,1000 t,WLD,SUGC,SSP2,2010,660397.84
CONS,1000 t dm,WLD,SUGC,SSP2,2010,452299.256
FEED,1000 t dm,WLD,SUGC,SSP2,2010,34841.819
FOOD,1000 t dm,WLD,SUGC,SSP2,2010,252357.976
PROD,1000 t dm,WLD,SUGC,SSP2,2010,452299.256
OTHU,1000 t dm,WLD,SUGC,SSP2,2010,165099.46
CONS,1000 t,OSA,SUGC,SSP2,2010,189357.976
FEED,1000 t,OSA,SUGC,SSP2,2010,24534.502
FOOD,1000 t,OSA,SUGC,SSP2,2010,116445.901
PROD,1000 t,OSA,SUGC,SSP2,2010,267614.103
OTHU,1000 t,OSA,SUGC,SSP2,2010,48377.573
CONS,1000 t dm,OSA,SUGC,SSP2,2010,47339.494
FEED,1000 t dm,OSA,SUGC,SSP2,2010,6133.625
FOOD,1000 t dm,OSA,SUGC,SSP2,2010,29111.475
PROD,1000 t dm,OSA,SUGC,SSP2,2010,66903.526
OTHU,1000 t dm,OSA,SUGC,SSP2,2010,12094.394
CONS,1000 t,EUR,SUGC,SSP2,2010,31569.996
FEED,1000 t,EUR,SUGC,SSP2,2010,4937.914
FOOD,1000 t,EUR,SUGC,SSP2,2010,23661.285
PROD,1000 t,EUR,SUGC,SSP2,2010,218.026
OTHU,1000 t,EUR,SUGC,SSP2,2010,2970.797
CONS,1000 t dm,EUR,SUGC,SSP2,2010,7892.499
FEED,1000 t dm,EUR,SUGC,SSP2,2010,1234.479
FOOD,1000 t dm,EUR,SUGC,SSP2,2010,5915.321
PROD,1000 t dm,EUR,SUGC,SSP2,2010,54.507
OTHU,1000 t dm,EUR,SUGC,SSP2,2010,742.699
CONS,1000 t,MEN,SUGC,SSP2,2010,53482.389
FEED,1000 t,MEN,SUGC,SSP2,2010,5399.878
FOOD,1000 t,MEN,SUGC,SSP2,2010,44182.936
PROD,1000 t,MEN,SUGC,SSP2,2010,27796.836
OTHU,1000 t,MEN,SUGC,SSP2,2010,3899.575
CONS,1000 t dm,MEN,SUGC,SSP2,2010,13370.597
FEED,1000 t dm,MEN,SUGC,SSP2,2010,1349.969
FOOD,1000 t dm,MEN,SUGC,SSP2,2010,11045.734
PROD,1000 t dm,MEN,SUGC,SSP2,2010,6949.209
OTHU,1000 t dm,MEN,SUGC,SSP2,2010,974.894
CONS,1000 t,SSA,SUGC,SSP2,2010,92442.679
FEED,1000 t,SSA,SUGC,SSP2,2010,8703.039
FOOD,1000 t,SSA,SUGC,SSP2,2010,61381.635
PROD,1000 t,SSA,SUGC,SSP2,2010,104335.469
OTHU,1000 t,SSA,SUGC,SSP2,2010,22358.006
CONS,1000 t dm,SSA,SUGC,SSP2,2010,23110.67
FEED,1000 t dm,SSA,SUGC,SSP2,2010,2175.76
FOOD,1000 t dm,SSA,SUGC,SSP2,2010,15345.409
PROD,1000 t dm,SSA,SUGC,SSP2,2010,26083.867
OTHU,1000 t dm,SSA,SUGC,SSP2,2010,5589.501
CONS,1000 t,SEA,SUGC,SSP2,2010,244560.733
FEED,1000 t,SEA,SUGC,SSP2,2010,17321.165
FOOD,1000 t,SEA,SUGC,SSP2,2010,125702.666
PROD,1000 t,SEA,SUGC,SSP2,2010,229227.025
OTHU,1000 t,SEA,SUGC,SSP2,2010,101536.903
CONS,1000 t dm,SEA,SUGC,SSP2,2010,61140.183
FEED,1000 t dm,SEA,SUGC,SSP2,2010,4330.291
FOOD,1000 t dm,SEA,SUGC,SSP2,2010,31425.666
PROD,1000 t dm,SEA,SUGC,SSP2,2010,57306.756
OTHU,1000 t dm,SEA,SUGC,SSP2,2010,25384.226
CONS,1000 t,OAS,SUGC,SSP2,2010,102059.942
FEED,1000 t,OAS,SUGC,SSP2,2010,8931.435
FOOD,1000 t,OAS,SUGC,SSP2,2010,58330.341
PROD,1000 t,OAS,SUGC,SSP2,2010,107610.287
OTHU,1000 t,OAS,SUGC,SSP2,2010,34798.165
CONS,1000 t dm,OAS,SUGC,SSP2,2010,25514.985
FEED,1000 t dm,OAS,SUGC,SSP2,2010,2232.859
FOOD,1000 t dm,OAS,SUGC,SSP2,2010,14582.585
PROD,1000 t dm,OAS,SUGC,SSP2,2010,26902.572
OTHU,1000 t dm,OAS,SUGC,SSP2,2010,8699.541
CONS,1000 t,ANZ,SUNF,SSP2,2010,136.699
FEED,1000 t,ANZ,SUNF,SSP2,2010,56.774
FOOD,1000 t,ANZ,SUNF,SSP2,2010,58.765
PROD,1000 t,ANZ,SUNF,SSP2,2010,155.277
OTHU,1000 t,ANZ,SUNF,SSP2,2010,21.161
CONS,1000 t dm,ANZ,SUNF,SSP2,2010,128.497
FEED,1000 t dm,ANZ,SUNF,SSP2,2010,53.367
FOOD,1000 t dm,ANZ,SUNF,SSP2,2010,55.239
PROD,1000 t dm,ANZ,SUNF,SSP2,2010,145.961
OTHU,1000 t dm,ANZ,SUNF,SSP2,2010,19.891
CONS,1000 t,USA,SUNF,SSP2,2010,1493.229
FEED,1000 t,USA,SUNF,SSP2,2010,943.724
FOOD,1000 t,USA,SUNF,SSP2,2010,404.402
PROD,1000 t,USA,SUNF,SSP2,2010,787.883
OTHU,1000 t,USA,SUNF,SSP2,2010,145.103
CONS,1000 t dm,USA,SUNF,SSP2,2010,1403.635
FEED,1000 t dm,USA,SUNF,SSP2,2010,887.1
FOOD,1000 t dm,USA,SUNF,SSP2,2010,380.138
PROD,1000 t dm,USA,SUNF,SSP2,2010,740.61
OTHU,1000 t dm,USA,SUNF,SSP2,2010,136.397
CONS,1000 t,FSU,SUNF,SSP2,2010,6181.198
FEED,1000 t,FSU,SUNF,SSP2,2010,3003.024
FOOD,1000 t,FSU,SUNF,SSP2,2010,1985.914
PROD,1000 t,FSU,SUNF,SSP2,2010,9196.026
OTHU,1000 t,FSU,SUNF,SSP2,2010,1192.261
CONS,1000 t dm,FSU,SUNF,SSP2,2010,5810.326
FEED,1000 t dm,FSU,SUNF,SSP2,2010,2822.842
FOOD,1000 t dm,FSU,SUNF,SSP2,2010,1866.759
PROD,1000 t dm,FSU,SUNF,SSP2,2010,8644.265
OTHU,1000 t dm,FSU,SUNF,SSP2,2010,1120.725
CONS,1000 t,BRA,SUNF,SSP2,2010,430.627
FEED,1000 t,BRA,SUNF,SSP2,2010,285.789
FOOD,1000 t,BRA,SUNF,SSP2,2010,122.877
PROD,1000 t,BRA,SUNF,SSP2,2010,275.115
OTHU,1000 t,BRA,SUNF,SSP2,2010,21.961
CONS,1000 t dm,BRA,SUNF,SSP2,2010,404.79
FEED,1000 t dm,BRA,SUNF,SSP2,2010,268.642
FOOD,1000 t dm,BRA,SUNF,SSP2,2010,115.504
PROD,1000 t dm,BRA,SUNF,SSP2,2010,258.608
OTHU,1000 t dm,BRA,SUNF,SSP2,2010,20.644
CONS,1000 t,CAN,SUNF,SSP2,2010,117.486
FEED,1000 t,CAN,SUNF,SSP2,2010,52.399
FOOD,1000 t,CAN,SUNF,SSP2,2010,21.067
PROD,1000 t,CAN,SUNF,SSP2,2010,107.149
OTHU,1000 t,CAN,SUNF,SSP2,2010,44.02
CONS,1000 t dm,CAN,SUNF,SSP2,2010,110.437
FEED,1000 t dm,CAN,SUNF,SSP2,2010,49.255
FOOD,1000 t dm,CAN,SUNF,SSP2,2010,19.803
PROD,1000 t dm,CAN,SUNF,SSP2,2010,100.72
OTHU,1000 t dm,CAN,SUNF,SSP2,2010,41.379
CONS,1000 t,CHN,SUNF,SSP2,2010,2337.289
FEED,1000 t,CHN,SUNF,SSP2,2010,890.899
FOOD,1000 t,CHN,SUNF,SSP2,2010,289.278
PROD,1000 t,CHN,SUNF,SSP2,2010,2369.357
OTHU,1000 t,CHN,SUNF,SSP2,2010,1157.112
CONS,1000 t dm,CHN,SUNF,SSP2,2010,2197.051
FEED,1000 t dm,CHN,SUNF,SSP2,2010,837.445
FOOD,1000 t dm,CHN,SUNF,SSP2,2010,271.921
PROD,1000 t dm,CHN,SUNF,SSP2,2010,2227.195
OTHU,1000 t dm,CHN,SUNF,SSP2,2010,1087.685
CONS,1000 t,IND,SUNF,SSP2,2010,1461.045
FEED,1000 t,IND,SUNF,SSP2,2010,454.955
FOOD,1000 t,IND,SUNF,SSP2,2010,797.725
PROD,1000 t,IND,SUNF,SSP2,2010,988.452
OTHU,1000 t,IND,SUNF,SSP2,2010,208.364
CONS,1000 t dm,IND,SUNF,SSP2,2010,1373.382
FEED,1000 t dm,IND,SUNF,SSP2,2010,427.658
FOOD,1000 t dm,IND,SUNF,SSP2,2010,749.862
PROD,1000 t dm,IND,SUNF,SSP2,2010,929.145
OTHU,1000 t dm,IND,SUNF,SSP2,2010,195.862
CONS,1000 t,WLD,SUNF,SSP2,2010,31068.618
FEED,1000 t,WLD,SUNF,SSP2,2010,15897.354
FOOD,1000 t,WLD,SUNF,SSP2,2010,9020.467
PROD,1000 t,WLD,SUNF,SSP2,2010,31068.618
OTHU,1000 t,WLD,SUNF,SSP2,2010,6150.797
CONS,1000 t dm,WLD,SUNF,SSP2,2010,29204.501
FEED,1000 t dm,WLD,SUNF,SSP2,2010,14943.513
FOOD,1000 t dm,WLD,SUNF,SSP2,2010,8479.239
PROD,1000 t dm,WLD,SUNF,SSP2,2010,29204.501
OTHU,1000 t dm,WLD,SUNF,SSP2,2010,5781.749
CONS,1000 t,OSA,SUNF,SSP2,2010,2736.887
FEED,1000 t,OSA,SUNF,SSP2,2010,1098.839
FOOD,1000 t,OSA,SUNF,SSP2,2010,747.907
PROD,1000 t,OSA,SUNF,SSP2,2010,7262.477
OTHU,1000 t,OSA,SUNF,SSP2,2010,890.141
CONS,1000 t dm,OSA,SUNF,SSP2,2010,2572.674
FEED,1000 t dm,OSA,SUNF,SSP2,2010,1032.909
FOOD,1000 t dm,OSA,SUNF,SSP2,2010,703.033
PROD,1000 t dm,OSA,SUNF,SSP2,2010,6826.729
OTHU,1000 t dm,OSA,SUNF,SSP2,2010,836.733
CONS,1000 t,EUR,SUNF,SSP2,2010,10649.07
FEED,1000 t,EUR,SUNF,SSP2,2010,6443.206
FOOD,1000 t,EUR,SUNF,SSP2,2010,2555.558
PROD,1000 t,EUR,SUNF,SSP2,2010,6350.747
OTHU,1000 t,EUR,SUNF,SSP2,2010,1650.306
CONS,1000 t dm,EUR,SUNF,SSP2,2010,10010.126
FEED,1000 t dm,EUR,SUNF,SSP2,2010,6056.614
FOOD,1000 t dm,EUR,SUNF,SSP2,2010,2402.225
PROD,1000 t dm,EUR,SUNF,SSP2,2010,5969.703
OTHU,1000 t dm,EUR,SUNF,SSP2,2010,1551.287
CONS,1000 t,MEN,SUNF,SSP2,2010,3103.564
FEED,1000 t,MEN,SUNF,SSP2,2010,1427.224
FOOD,1000 t,MEN,SUNF,SSP2,2010,1201.924
PROD,1000 t,MEN,SUNF,SSP2,2010,1415.803
OTHU,1000 t,MEN,SUNF,SSP2,2010,474.416
CONS,1000 t dm,MEN,SUNF,SSP2,2010,2917.35
FEED,1000 t dm,MEN,SUNF,SSP2,2010,1341.591
FOOD,1000 t dm,MEN,SUNF,SSP2,2010,1129.808
PROD,1000 t dm,MEN,SUNF,SSP2,2010,1330.855
OTHU,1000 t dm,MEN,SUNF,SSP2,2010,445.951
CONS,1000 t,SSA,SUNF,SSP2,2010,1587.499
FEED,1000 t,SSA,SUNF,SSP2,2010,701.181
FOOD,1000 t,SSA,SUNF,SSP2,2010,611.698
PROD,1000 t,SSA,SUNF,SSP2,2010,1489.751
OTHU,1000 t,SSA,SUNF,SSP2,2010,274.62
CONS,1000 t dm,SSA,SUNF,SSP2,2010,1492.249
FEED,1000 t dm,SSA,SUNF,SSP2,2010,659.111
FOOD,1000 t dm,SSA,SUNF,SSP2,2010,574.996
PROD,1000 t dm,SSA,SUNF,SSP2,2010,1400.366
OTHU,1000 t dm,SSA,SUNF,SSP2,2010,258.142
CONS,1000 t,SEA,SUNF,SSP2,2010,654.505
FEED,1000 t,SEA,SUNF,SSP2,2010,454.987
FOOD,1000 t,SEA,SUNF,SSP2,2010,143.547
PROD,1000 t,SEA,SUNF,SSP2,2010,471.431
OTHU,1000 t,SEA,SUNF,SSP2,2010,55.971
CONS,1000 t dm,SEA,SUNF,SSP2,2010,615.235
FEED,1000 t dm,SEA,SUNF,SSP2,2010,427.688
FOOD,1000 t dm,SEA,SUNF,SSP2,2010,134.934
PROD,1000 t dm,SEA,SUNF,SSP2,2010,443.146
OTHU,1000 t dm,SEA,SUNF,SSP2,2010,52.613
CONS,1000 t,OAS,SUNF,SSP2,2010,179.521
FEED,1000 t,OAS,SUNF,SSP2,2010,84.353
FOOD,1000 t,OAS,SUNF,SSP2,2010,79.807
PROD,1000 t,OAS,SUNF,SSP2,2010,199.148
OTHU,1000 t,OAS,SUNF,SSP2,2010,15.361
CONS,1000 t dm,OAS,SUNF,SSP2,2010,168.75
FEED,1000 t dm,OAS,SUNF,SSP2,2010,79.292
FOOD,1000 t dm,OAS,SUNF,SSP2,2010,75.018
PROD,1000 t dm,OAS,SUNF,SSP2,2010,187.199
OTHU,1000 t dm,OAS,SUNF,SSP2,2010,14.44
CONS,1000 t,ANZ,SWPO,SSP2,2010,66.228
FEED,1000 t,ANZ,SWPO,SSP2,2010,4.16
FOOD,1000 t,ANZ,SWPO,SSP2,2010,57.362
PROD,1000 t,ANZ,SWPO,SSP2,2010,44.912
OTHU,1000 t,ANZ,SWPO,SSP2,2010,4.707
CONS,1000 t dm,ANZ,SWPO,SSP2,2010,13.246
FEED,1000 t dm,ANZ,SWPO,SSP2,2010,0.832
FOOD,1000 t dm,ANZ,SWPO,SSP2,2010,11.472
PROD,1000 t dm,ANZ,SWPO,SSP2,2010,8.982
OTHU,1000 t dm,ANZ,SWPO,SSP2,2010,0.941
CONS,1000 t,USA,SWPO,SSP2,2010,966.232
FEED,1000 t,USA,SWPO,SSP2,2010,72.631
FOOD,1000 t,USA,SWPO,SSP2,2010,867.998
PROD,1000 t,USA,SWPO,SSP2,2010,904.129
OTHU,1000 t,USA,SWPO,SSP2,2010,25.603
CONS,1000 t dm,USA,SWPO,SSP2,2010,193.246
FEED,1000 t dm,USA,SWPO,SSP2,2010,14.526
FOOD,1000 t dm,USA,SWPO,SSP2,2010,173.6
PROD,1000 t dm,USA,SWPO,SSP2,2010,180.826
OTHU,1000 t dm,USA,SWPO,SSP2,2010,5.121
CONS,1000 t,FSU,SWPO,SSP2,2010,1.83
FEED,1000 t,FSU,SWPO,SSP2,2010,0.348
FOOD,1000 t,FSU,SWPO,SSP2,2010,1.288
OTHU,1000 t,FSU,SWPO,SSP2,2010,0.194
CONS,1000 t dm,FSU,SWPO,SSP2,2010,0.366
FEED,1000 t dm,FSU,SWPO,SSP2,2010,0.07
FOOD,1000 t dm,FSU,SWPO,SSP2,2010,0.258
OTHU,1000 t dm,FSU,SWPO,SSP2,2010,0.039
CONS,1000 t,BRA,SWPO,SSP2,2010,577.857
FEED,1000 t,BRA,SWPO,SSP2,2010,280.576
FOOD,1000 t,BRA,SWPO,SSP2,2010,248.893
PROD,1000 t,BRA,SWPO,SSP2,2010,580.027
OTHU,1000 t,BRA,SWPO,SSP2,2010,48.387
CONS,1000 t dm,BRA,SWPO,SSP2,2010,115.571
FEED,1000 t dm,BRA,SWPO,SSP2,2010,56.115
FOOD,1000 t dm,BRA,SWPO,SSP2,2010,49.779
PROD,1000 t dm,BRA,SWPO,SSP2,2010,116.005
OTHU,1000 t dm,BRA,SWPO,SSP2,2010,9.677
CONS,1000 t,CAN,SWPO,SSP2,2010,46.073
FOOD,1000 t,CAN,SWPO,SSP2,2010,44.143
OTHU,1000 t,CAN,SWPO,SSP2,2010,1.931
CONS,1000 t dm,CAN,SWPO,SSP2,2010,9.215
FOOD,1000 t dm,CAN,SWPO,SSP2,2010,8.829
OTHU,1000 t dm,CAN,SWPO,SSP2,2010,0.386
CONS,1000 t,CHN,SWPO,SSP2,2010,138749.41
FEED,1000 t,CHN,SWPO,SSP2,2010,98357.532
FOOD,1000 t,CHN,SWPO,SSP2,2010,35007.635
PROD,1000 t,CHN,SWPO,SSP2,2010,138420.728
OTHU,1000 t,CHN,SWPO,SSP2,2010,5384.243
CONS,1000 t dm,CHN,SWPO,SSP2,2010,27749.882
FEED,1000 t dm,CHN,SWPO,SSP2,2010,19671.506
FOOD,1000 t dm,CHN,SWPO,SSP2,2010,7001.527
PROD,1000 t dm,CHN,SWPO,SSP2,2010,27684.146
OTHU,1000 t dm,CHN,SWPO,SSP2,2010,1076.849
CONS,1000 t,IND,SWPO,SSP2,2010,1324.4
FOOD,1000 t,IND,SWPO,SSP2,2010,1241.626
PROD,1000 t,IND,SWPO,SSP2,2010,1310.805
OTHU,1000 t,IND,SWPO,SSP2,2010,82.774
CONS,1000 t dm,IND,SWPO,SSP2,2010,264.88
FOOD,1000 t dm,IND,SWPO,SSP2,2010,248.325
PROD,1000 t dm,IND,SWPO,SSP2,2010,262.161
OTHU,1000 t dm,IND,SWPO,SSP2,2010,16.555
CONS,1000 t,WLD,SWPO,SSP2,2010,164773.207
FEED,1000 t,WLD,SWPO,SSP2,2010,101907.95
FOOD,1000 t,WLD,SWPO,SSP2,2010,54350.271
PROD,1000 t,WLD,SWPO,SSP2,2010,164773.207
OTHU,1000 t,WLD,SWPO,SSP2,2010,8514.986
CONS,1000 t dm,WLD,SWPO,SSP2,2010,32954.641
FEED,1000 t dm,WLD,SWPO,SSP2,2010,20381.59
FOOD,1000 t dm,WLD,SWPO,SSP2,2010,10870.054
PROD,1000 t dm,WLD,SWPO,SSP2,2010,32954.641
OTHU,1000 t dm,WLD,SWPO,SSP2,2010,1702.997
CONS,1000 t,OSA,SWPO,SSP2,2010,1616.281
FEED,1000 t,OSA,SWPO,SSP2,2010,142.812
FOOD,1000 t,OSA,SWPO,SSP2,2010,1270.168
PROD,1000 t,OSA,SWPO,SSP2,2010,1628.471
OTHU,1000 t,OSA,SWPO,SSP2,2010,203.301
CONS,1000 t dm,OSA,SWPO,SSP2,2010,323.256
FEED,1000 t dm,OSA,SWPO,SSP2,2010,28.562
FOOD,1000 t dm,OSA,SWPO,SSP2,2010,254.034
PROD,1000 t dm,OSA,SWPO,SSP2,2010,325.694
OTHU,1000 t dm,OSA,SWPO,SSP2,2010,40.66
CONS,1000 t,EUR,SWPO,SSP2,2010,106.225
FEED,1000 t,EUR,SWPO,SSP2,2010,50.97
FOOD,1000 t,EUR,SWPO,SSP2,2010,47.317
PROD,1000 t,EUR,SWPO,SSP2,2010,78.933
OTHU,1000 t,EUR,SWPO,SSP2,2010,7.938
CONS,1000 t dm,EUR,SWPO,SSP2,2010,21.245
FEED,1000 t dm,EUR,SWPO,SSP2,2010,10.194
FOOD,1000 t dm,EUR,SWPO,SSP2,2010,9.463
PROD,1000 t dm,EUR,SWPO,SSP2,2010,15.787
OTHU,1000 t dm,EUR,SWPO,SSP2,2010,1.588
CONS,1000 t,MEN,SWPO,SSP2,2010,341.552
FOOD,1000 t,MEN,SWPO,SSP2,2010,298.834
PROD,1000 t,MEN,SWPO,SSP2,2010,361.574
OTHU,1000 t,MEN,SWPO,SSP2,2010,42.718
CONS,1000 t dm,MEN,SWPO,SSP2,2010,68.31
FOOD,1000 t dm,MEN,SWPO,SSP2,2010,59.767
PROD,1000 t dm,MEN,SWPO,SSP2,2010,72.315
OTHU,1000 t dm,MEN,SWPO,SSP2,2010,8.544
CONS,1000 t,SSA,SWPO,SSP2,2010,12871.102
FEED,1000 t,SSA,SWPO,SSP2,2010,470.42
FOOD,1000 t,SSA,SWPO,SSP2,2010,10261.56
PROD,1000 t,SSA,SWPO,SSP2,2010,12882.869
OTHU,1000 t,SSA,SWPO,SSP2,2010,2139.121
CONS,1000 t dm,SSA,SWPO,SSP2,2010,2574.22
FEED,1000 t dm,SSA,SWPO,SSP2,2010,94.084
FOOD,1000 t dm,SSA,SWPO,SSP2,2010,2052.312
PROD,1000 t dm,SSA,SWPO,SSP2,2010,2576.574
OTHU,1000 t dm,SSA,SWPO,SSP2,2010,427.824
CONS,1000 t,SEA,SWPO,SSP2,2010,7423.144
FEED,1000 t,SEA,SWPO,SSP2,2010,2506.706
FOOD,1000 t,SEA,SWPO,SSP2,2010,4401.399
PROD,1000 t,SEA,SWPO,SSP2,2010,7401.331
OTHU,1000 t,SEA,SWPO,SSP2,2010,515.039
CONS,1000 t dm,SEA,SWPO,SSP2,2010,1484.629
FEED,1000 t dm,SEA,SWPO,SSP2,2010,501.341
FOOD,1000 t dm,SEA,SWPO,SSP2,2010,880.28
PROD,1000 t dm,SEA,SWPO,SSP2,2010,1480.266
OTHU,1000 t dm,SEA,SWPO,SSP2,2010,103.008
CONS,1000 t,OAS,SWPO,SSP2,2010,682.873
FEED,1000 t,OAS,SWPO,SSP2,2010,21.796
FOOD,1000 t,OAS,SWPO,SSP2,2010,602.048
PROD,1000 t,OAS,SWPO,SSP2,2010,1159.427
OTHU,1000 t,OAS,SWPO,SSP2,2010,59.029
CONS,1000 t dm,OAS,SWPO,SSP2,2010,136.575
FEED,1000 t dm,OAS,SWPO,SSP2,2010,4.359
FOOD,1000 t dm,OAS,SWPO,SSP2,2010,120.41
PROD,1000 t dm,OAS,SWPO,SSP2,2010,231.885
OTHU,1000 t dm,OAS,SWPO,SSP2,2010,11.806
CONS,1000 t,ANZ,WHEA,SSP2,2010,9991.153
FEED,1000 t,ANZ,WHEA,SSP2,2010,5264.082
FOOD,1000 t,ANZ,WHEA,SSP2,2010,2297.911
PROD,1000 t,ANZ,WHEA,SSP2,2010,23269.226
OTHU,1000 t,ANZ,WHEA,SSP2,2010,2429.16
CONS,1000 t dm,ANZ,WHEA,SSP2,2010,8492.48
FEED,1000 t dm,ANZ,WHEA,SSP2,2010,4474.47
FOOD,1000 t dm,ANZ,WHEA,SSP2,2010,1953.224
PROD,1000 t dm,ANZ,WHEA,SSP2,2010,19778.842
OTHU,1000 t dm,ANZ,WHEA,SSP2,2010,2064.786
CONS,1000 t,USA,WHEA,SSP2,2010,42404.049
FEED,1000 t,USA,WHEA,SSP2,2010,8763.222
FOOD,1000 t,USA,WHEA,SSP2,2010,30851.48
PROD,1000 t,USA,WHEA,SSP2,2010,56268.698
OTHU,1000 t,USA,WHEA,SSP2,2010,2789.347
CONS,1000 t dm,USA,WHEA,SSP2,2010,36043.442
FEED,1000 t dm,USA,WHEA,SSP2,2010,7448.739
FOOD,1000 t dm,USA,WHEA,SSP2,2010,26223.758
PROD,1000 t dm,USA,WHEA,SSP2,2010,47828.393
OTHU,1000 t dm,USA,WHEA,SSP2,2010,2370.945
CONS,1000 t,FSU,WHEA,SSP2,2010,80200.551
FEED,1000 t,FSU,WHEA,SSP2,2010,35352.12
FOOD,1000 t,FSU,WHEA,SSP2,2010,35970.222
PROD,1000 t,FSU,WHEA,SSP2,2010,94154.527
OTHU,1000 t,FSU,WHEA,SSP2,2010,8878.209
CONS,1000 t dm,FSU,WHEA,SSP2,2010,68170.468
FEED,1000 t dm,FSU,WHEA,SSP2,2010,30049.302
FOOD,1000 t dm,FSU,WHEA,SSP2,2010,30574.688
PROD,1000 t dm,FSU,WHEA,SSP2,2010,80031.348
OTHU,1000 t dm,FSU,WHEA,SSP2,2010,7546.477
CONS,1000 t,BRA,WHEA,SSP2,2010,10466.57
FEED,1000 t,BRA,WHEA,SSP2,2010,597.116
FOOD,1000 t,BRA,WHEA,SSP2,2010,8482.202
PROD,1000 t,BRA,WHEA,SSP2,2010,3489.45
OTHU,1000 t,BRA,WHEA,SSP2,2010,1387.252
CONS,1000 t dm,BRA,WHEA,SSP2,2010,8896.584
FEED,1000 t dm,BRA,WHEA,SSP2,2010,507.548
FOOD,1000 t dm,BRA,WHEA,SSP2,2010,7209.872
PROD,1000 t dm,BRA,WHEA,SSP2,2010,2966.032
OTHU,1000 t dm,BRA,WHEA,SSP2,2010,1179.164
CONS,1000 t,CAN,WHEA,SSP2,2010,22951.565
